[Fri Jan 16 21:43:07 2015] [error] [client 127.0.0.1] PHP Fatal error:  Uncaught exception 'Symfony\\Component\\Filesystem\\Exception\\IOException' with message 'Failed to create /var/www/akeneo/app/cache/prod' in /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php:81\nStack trace:\n#0 /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php(458): Symfony\\Component\\Filesystem\\Filesystem->mkdir('/var/www/akeneo...')\n#1 /var/www/akeneo/app/bootstrap.php.cache(2801): Symfony\\Component\\Filesystem\\Filesystem->dumpFile('/var/www/akeneo...', '<?php\\n\\nreturn a...', NULL)\n#2 /var/www/akeneo/vendor/oro/platform/src/Oro/Bundle/DistributionBundle/OroKernel.php(36): Symfony\\Component\\Config\\ConfigCache->write('<?php\\n\\nreturn a...')\n#3 /var/www/akeneo/app/AppKernel.php(28): Oro\\Bundle\\DistributionBundle\\OroKernel->registerBundles()\n#4 /var/www/akeneo/app/bootstrap.php.cache(2391): AppKernel->registerBundles()\n#5 /var/www/akeneo/app/bootstrap.php.cache(2221): Symfony\\Component\\HttpKernel\\Kernel->initializeBundles()\n#6 /var/www/akeneo/ in /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php on line 81
[Fri Jan 16 21:43:08 2015] [error] [client 127.0.0.1] PHP Fatal error:  Uncaught exception 'Symfony\\Component\\Filesystem\\Exception\\IOException' with message 'Failed to create /var/www/akeneo/app/cache/prod' in /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php:81\nStack trace:\n#0 /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php(458): Symfony\\Component\\Filesystem\\Filesystem->mkdir('/var/www/akeneo...')\n#1 /var/www/akeneo/app/bootstrap.php.cache(2801): Symfony\\Component\\Filesystem\\Filesystem->dumpFile('/var/www/akeneo...', '<?php\\n\\nreturn a...', NULL)\n#2 /var/www/akeneo/vendor/oro/platform/src/Oro/Bundle/DistributionBundle/OroKernel.php(36): Symfony\\Component\\Config\\ConfigCache->write('<?php\\n\\nreturn a...')\n#3 /var/www/akeneo/app/AppKernel.php(28): Oro\\Bundle\\DistributionBundle\\OroKernel->registerBundles()\n#4 /var/www/akeneo/app/bootstrap.php.cache(2391): AppKernel->registerBundles()\n#5 /var/www/akeneo/app/bootstrap.php.cache(2221): Symfony\\Component\\HttpKernel\\Kernel->initializeBundles()\n#6 /var/www/akeneo/ in /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/Filesystem/Filesystem.php on line 81
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP Fatal error:  Call to undefined function Doctrine\\Common\\Cache\\apc_fetch() in /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/ApcCache.php on line 40, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP Stack trace:, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   1. {main}() /var/www/akeneo/web/app.php:0, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /var/www/akeneo/web/app.php:24, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   3. Symfony\\Component\\HttpKernel\\Kernel->boot() /var/www/akeneo/app/bootstrap.php.cache:2253, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   4. Symfony\\Component\\HttpKernel\\Kernel->initializeContainer() /var/www/akeneo/app/bootstrap.php.cache:2222, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   5. Symfony\\Component\\HttpKernel\\CacheWarmer\\CacheWarmerAggregate->warmUp() /var/www/akeneo/app/bootstrap.php.cache:2451, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   6. Symfony\\Bridge\\Doctrine\\CacheWarmer\\ProxyCacheWarmer->warmUp() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/HttpKernel/CacheWarmer/CacheWarmerAggregate.php:47, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   7. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getAllMetadata() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Bridge/Doctrine/CacheWarmer/ProxyCacheWarmer.php:69, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   8. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getMetadataFor() /var/www/akeneo/vendor/doctrine/common/lib/Doctrine/Common/Persistence/Mapping/AbstractClassMetadataFactory.php:114, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP   9. Pim\\Bundle\\CatalogBundle\\Doctrine\\ArrayApcCache->fetch() /var/www/akeneo/vendor/doctrine/common/lib/Doctrine/Common/Persistence/Mapping/AbstractClassMetadataFactory.php:207, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP  10. Doctrine\\Common\\Cache\\CacheProvider->fetch() /var/www/akeneo/vendor/akeneo/pim-community-dev/src/Pim/Bundle/CatalogBundle/Doctrine/ArrayApcCache.php:54, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP  11. Doctrine\\Common\\Cache\\CacheProvider->getNamespacedId() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:78, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP  12. Doctrine\\Common\\Cache\\CacheProvider->getNamespaceVersion() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:147, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:47 2015] [error] [client 127.0.0.1] PHP  13. Doctrine\\Common\\Cache\\ApcCache->doFetch() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:174, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP Fatal error:  Call to undefined function Doctrine\\Common\\Cache\\apc_fetch() in /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/ApcCache.php on line 40, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP Stack trace:, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   1. {main}() /var/www/akeneo/web/app.php:0, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /var/www/akeneo/web/app.php:24, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   3. Symfony\\Component\\HttpKernel\\Kernel->boot() /var/www/akeneo/app/bootstrap.php.cache:2253, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   4. Symfony\\Component\\HttpKernel\\Kernel->initializeContainer() /var/www/akeneo/app/bootstrap.php.cache:2222, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   5. Symfony\\Component\\HttpKernel\\CacheWarmer\\CacheWarmerAggregate->warmUp() /var/www/akeneo/app/bootstrap.php.cache:2451, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   6. Symfony\\Bridge\\Doctrine\\CacheWarmer\\ProxyCacheWarmer->warmUp() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/HttpKernel/CacheWarmer/CacheWarmerAggregate.php:47, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   7. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getAllMetadata() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Bridge/Doctrine/CacheWarmer/ProxyCacheWarmer.php:69, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   8. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getMetadataFor() /var/www/akeneo/vendor/doctrine/common/lib/Doctrine/Common/Persistence/Mapping/AbstractClassMetadataFactory.php:114, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP   9. Pim\\Bundle\\CatalogBundle\\Doctrine\\ArrayApcCache->fetch() /var/www/akeneo/vendor/doctrine/common/lib/Doctrine/Common/Persistence/Mapping/AbstractClassMetadataFactory.php:207, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP  10. Doctrine\\Common\\Cache\\CacheProvider->fetch() /var/www/akeneo/vendor/akeneo/pim-community-dev/src/Pim/Bundle/CatalogBundle/Doctrine/ArrayApcCache.php:54, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP  11. Doctrine\\Common\\Cache\\CacheProvider->getNamespacedId() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:78, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP  12. Doctrine\\Common\\Cache\\CacheProvider->getNamespaceVersion() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:147, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:49 2015] [error] [client 127.0.0.1] PHP  13. Doctrine\\Common\\Cache\\ApcCache->doFetch() /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/CacheProvider.php:174, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP Fatal error:  Call to undefined function Doctrine\\Common\\Cache\\apc_fetch() in /var/www/akeneo/vendor/doctrine/cache/lib/Doctrine/Common/Cache/ApcCache.php on line 40, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP Stack trace:, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   1. {main}() /var/www/akeneo/web/app.php:0, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /var/www/akeneo/web/app.php:24, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   3. Symfony\\Component\\HttpKernel\\Kernel->boot() /var/www/akeneo/app/bootstrap.php.cache:2253, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   4. Symfony\\Component\\HttpKernel\\Kernel->initializeContainer() /var/www/akeneo/app/bootstrap.php.cache:2222, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   5. Symfony\\Component\\HttpKernel\\CacheWarmer\\CacheWarmerAggregate->warmUp() /var/www/akeneo/app/bootstrap.php.cache:2451, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   6. Symfony\\Bridge\\Doctrine\\CacheWarmer\\ProxyCacheWarmer->warmUp() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Component/HttpKernel/CacheWarmer/CacheWarmerAggregate.php:47, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   7. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getAllMetadata() /var/www/akeneo/vendor/symfony/symfony/src/Symfony/Bridge/Doctrine/CacheWarmer/ProxyCacheWarmer.php:69, referer: http://akkeneo.com/app_dev.php/user/login
[Fri Jan 16 22:25:51 2015] [error] [client 127.0.0.1] PHP   8. Doctrine\\Common\\Persistence\\Mapping\\AbstractClassMetadataFactory->getMetadataFor() /var/www/akeneo/vendor/doctrine/common/lib/Doctrine/Common/Persistence/Mapping/AbstractClassMetadataFactory.php:114, referer: http://akkeneo.com/app_dev.php/user/login
